Date,ITUB4_min_max,BBAS3_min_max,CYRE3_min_max,TEND3_min_max,DIRR3_min_max,ELET3_min_max,EQTL3_min_max,CMIG4_min_max,PETR3_min_max,VALE3_min_max,BRAP3_min_max,ITUB4_z_score,BBAS3_z_score,CYRE3_z_score,TEND3_z_score,DIRR3_z_score,ELET3_z_score,EQTL3_z_score,CMIG4_z_score,PETR3_z_score,VALE3_z_score,BRAP3_z_score,ITUB4_robust,BBAS3_robust,CYRE3_robust,TEND3_robust,DIRR3_robust,ELET3_robust,EQTL3_robust,CMIG4_robust,PETR3_robust,VALE3_robust,BRAP3_robust
2010-01-04,0.15391837111982964,0.11468272689269751,0.42403488482825186,0.04366229519025615,0.30119000462422896,0.38686249181586113,0.046401426770125404,0.15011327202757707,0.4806489735050653,0.23990132925345256,0.14973513968021382,-0.8837587248181302,-0.8642943559076389,0.5790046566721514,-0.58040521099839,-0.2406293409872802,0.30867044826293605,-0.9421385481113344,-0.8431469720622318,1.383259458019734,-0.22406856916432988,-0.3407598726744722,-0.2993558946224003,-0.25866730765865703,0.857804484579824,0.06128558771986602,0.00946734527583158,0.3131375574276381,-0.3953521547632339,-0.3549912973675651,1.1853478837343834,0.12917320928835085,0.027275895992901342
2010-01-05,0.15679882956621394,0.11110892296403821,0.4180789141989086,0.04229295689863159,0.29920392870655554,0.38317182388028126,0.04727560135679701,0.15468929980043983,0.47721527103314176,0.24272077788362859,0.1505832716999118,-0.8735908500848066,-0.8778447497747536,0.5498531755311652,-0.5859921549842796,-0.2494140918480579,0.2943834091452919,-0.9393155606440307,-0.8185820014422625,1.3613872179102915,-0.21177706622548256,-0.3368232339711727,-0.29375940880476825,-0.26729122863244914,0.8286164842178882,0.056091875666877185,0.0035804401540192664,0.3053971052094921,-0.39371613047379844,-0.33718741655561246,1.1684576573354812,0.14340127857057125,0.03233759597149836
2010-01-06,0.15292142053900792,0.11158550139652382,0.41885572207577376,0.04229295689863159,0.29523198630661074,0.37745715185963735,0.046089242323066396,0.1489698229097705,0.48284656177645535,0.24918180590961184,0.15227956794155376,-0.8872779106733658,-0.8760377604721326,0.5536552594536476,-0.5859921549842796,-0.26698266720128466,0.2722611960043203,-0.9431466908724848,-0.8492852202063805,1.3972578107385734,-0.18360994726492547,-0.3289498070965606,-0.3012928848238915,-0.26614120058904955,0.8324233311622617,0.056091875666877185,-0.00819274930450341,0.2934117013502797,-0.39593641029520626,-0.3594400972478211,1.196157720561788,0.17600621891393123,0.042461188113521925
2010-01-07,0.1483797255709337,0.11170445517786562,0.406943739232083,0.04147135392365685,0.29920392870655554,0.3876958877041681,0.04484042702162187,0.14610959171865784,0.4794127658577372,0.25047398237673424,0.15439984968742979,-0.903309867520482,-0.8755867366830998,0.49535209363399163,-0.5893443213758134,-0.2494140918480579,0.311896628419091,-0.9471795122318633,-0.8646394747396844,1.3753849753851497,-0.17797665050145423,-0.3191084345403313,-0.31011701193766517,-0.26585415406095136,0.774047126645727,0.05297564843508388,0.0035804401540192664,0.3148854418661295,-0.3982735774896462,-0.37056835471233857,1.1792670345023502,0.1825270599401868,0.055115149782770045
2010-01-08,0.1417331342187657,0.11372969215686515,0.40590781519457825,0.03818497030126518,0.29999844284778565,0.3953153366862726,0.04646385397038616,0.1458234458779566,0.4751549561031929,0.2535282596038273,0.15652014216738783,-0.9267720036805325,-0.8679078714494426,0.4902817664073878,-0.602752871568815,-0.24589982095641535,0.34139247241328086,-0.9419369508484512,-0.8661755589854004,1.3482632786006443,-0.16466140257990378,-0.3092670121614308,-0.32303077373301275,-0.2609670690364951,0.7689704476183559,0.04051084676061181,0.005935450516784973,0.33086574185627615,-0.39523532179015824,-0.37168165792979135,1.1583230618356037,0.1979401685632994,0.06776917551362825
2010-01-11,0.13796655990031137,0.11646929300189499,0.41186391057893396,0.03654176435131569,0.29920392870655554,0.38817202864199235,0.046214096723587894,0.14563261380549458,0.47570451670293123,0.2525884838633162,0.1575802830403259,-0.9400678232719836,-0.8575204323985373,0.5194338581614241,-0.6094572043518824,-0.2494140918480579,0.3137398297915652,-0.9427434963467187,-0.8671999811449811,1.3517639084573223,-0.16875839379751947,-0.304346325883316,-0.3303489073380112,-0.25435615762140396,0.798159059358281,0.0342783922970252,0.0035804401540192664,0.31588405410723674,-0.39570274434905495,-0.37242412533642727,1.161026325448393,0.1931976830281374,0.07409615634825249
2010-01-12,0.1339782359075043,0.11349126554534103,0.421963244678263,0.03928042679581116,0.2972179784501233,0.3840051344845228,0.045527271561755955,0.1470623575174449,0.46856237818261226,0.2517074213424666,0.15906451675831784,-0.9541464081603283,-0.8688118870471213,0.5688650199073594,-0.59828337406667,-0.2581982868878384,0.297609259156118,-0.9449614729999439,-0.8595248502188911,1.306269410932089,-0.17259942230515898,-0.2974571956968741,-0.3380978817034926,-0.2615424146057761,0.8476521454883965,0.04466576277665231,-0.0023060924967318766,0.3071448107813813,-0.39698814278603173,-0.36686144348598976,1.1258944706744618,0.1887514879620356,0.08295414732619961
2010-01-13,0.13530833266937514,0.11801782941927,0.412381768635176,0.03708947139045819,0.2956292014901454,0.3882910851974648,0.044091106835471766,0.14763466779302775,0.4634803209752556,0.25558407215247647,0.15906451675831784,-0.9494512328923503,-0.8516490195309395,0.5219685129305179,-0.60722254213066,-0.2652257170291291,0.31420071267101596,-0.9495993051734007,-0.856452581910431,1.2738973646065495,-0.15569900272874468,-0.2974571956968741,-0.3355136168017607,-0.2506193953493084,0.800696889390309,0.03635576986551959,-0.007015368280140947,0.3161337518841641,-0.3996759358329303,-0.364634764706993,1.1008960622490684,0.20831462371753717,0.08295414732619961
2010-01-14,0.12943678170997774,0.11289591652522205,0.40668474782645586,0.038458823820836416,0.3091339731982793,0.38102876323974477,0.04109399080643933,0.14086584693107146,0.45455278799504917,0.25552523752417233,0.1611848629086858,-0.9701775150994131,-0.8710692055436174,0.49408446094292024,-0.6016355404582037,-0.20549181973349523,0.28608735224251375,-0.9592779450206514,-0.8927888748393898,1.2170301355659812,-0.1559554947247211,-0.2876155242046188,-0.3469215410205665,-0.26297904711383224,0.7727779059407188,0.041549535544859004,0.03301397250691771,0.3009024557914983,-0.40528506093964717,-0.39097011183456004,1.056981933272459,0.2080177205717426,0.09560849336510692
2010-01-15,0.1223472528070485,0.10694007533810726,0.3991749119333576,0.038458823820836416,0.30714793916768635,0.36543269560911834,0.04028227248748166,0.1360991172450089,0.45784912367873676,0.25141378239897383,0.15906451675831784,-0.9952031987345116,-0.8936513044797683,0.4573275907308699,-0.6016355404582037,-0.21427638532060722,0.22571301561578175,-0.961899241357031,-0.9183775688997426,1.2380273670222495,-0.17387955342663855,-0.2974571956968741,-0.3606958928112474,-0.27735104534189464,0.735974988934058,0.041549535544859004,0.02712719154212579,0.26819276248042284,-0.4068041978560506,-0.4095159536445108,1.0731964586832978,0.1872696680106956,0.08295414732619961
