Date,Close
2010-01-04,3.4459195137023926
2010-01-05,3.4632365703582764
2010-01-06,3.497868299484253
2010-01-07,3.54115891456604
2010-01-08,3.5844497680664062
2010-01-11,3.606093406677246
2010-01-12,3.636398315429688
2010-01-13,3.636398315429688
2010-01-14,3.679687976837158
2010-01-15,3.636398315429688
2010-01-18,3.636398315429688
2010-01-19,3.7229795455932617
2010-01-20,3.636398315429688
2010-01-21,3.550682544708252
2010-01-22,3.550682544708252
2010-01-26,3.3420228958129883
2010-01-27,3.376655340194702
2010-01-28,3.3238413333892822
2010-01-29,3.4632365703582764
2010-02-01,3.497868299484253
2010-02-02,3.4805519580841064
2010-02-03,3.4632365703582764
2010-02-04,3.376655340194702
2010-02-05,3.2900736331939697
2010-02-08,3.333365201950073
2010-02-09,3.376655340194702
2010-02-10,3.376655340194702
2010-02-11,3.376655340194702
2010-02-12,3.4190804958343506
2010-02-17,3.5065267086029053
2010-02-18,3.5922422409057617
2010-02-19,3.5922422409057617
2010-02-22,3.5671331882476807
2010-02-23,3.5498158931732178
2010-02-24,3.5498158931732178
2010-02-25,3.5065267086029053
2010-02-26,3.5498158931732178
2010-03-01,3.5498158931732178
2010-03-02,3.574925661087036
2010-03-03,3.574925661087036
2010-03-04,3.5489509105682373
2010-03-05,3.7229795455932617
2010-03-08,3.71172308921814
2010-03-09,3.765403509140015
2010-03-10,3.758476972579956
2010-03-11,3.6606407165527344
2010-03-12,3.6606407165527344
2010-03-15,3.4805519580841064
2010-03-16,3.54115891456604
2010-03-17,3.5498158931732178
2010-03-18,3.4632365703582764
2010-03-19,3.402629375457764
2010-03-22,3.4632365703582764
2010-03-23,3.4632365703582764
2010-03-24,3.45198130607605
2010-03-25,3.4580416679382324
2010-03-26,3.545488119125366
2010-03-29,3.5498158931732178
2010-03-30,3.5844497680664062
2010-03-31,3.5498158931732178
2010-04-01,3.5931077003479004
2010-04-05,3.5671331882476807
2010-04-06,3.566267490386963
2010-04-07,3.6104233264923096
2010-04-08,3.5931077003479004
2010-04-09,3.627740859985352
2010-04-12,3.6355326175689697
2010-04-13,3.636398315429688
2010-04-14,3.677957057952881
2010-04-15,3.633800745010376
2010-04-16,3.633800745010376
2010-04-19,3.6286051273345943
2010-04-20,3.532500743865967
2010-04-22,3.479685544967652
2010-04-23,3.4329333305358887
2010-04-26,3.437261819839477
2010-04-27,3.2900736331939697
2010-04-28,3.2900736331939697
2010-04-29,3.3757896423339844
2010-04-30,3.3653995990753174
2010-05-03,3.3012733459472656
2010-05-04,3.098595380783081
2010-05-05,3.16408920288086
2010-05-06,3.1685144901275635
2010-05-07,3.009204149246216
2010-05-10,3.186216115951538
2010-05-11,3.195066213607788
2010-05-12,3.186216115951538
2010-05-13,3.1685144901275635
2010-05-14,3.094170093536377
2010-05-17,3.0932846069335938
2010-05-18,3.0127439498901367
2010-05-19,2.8631696701049805
2010-05-20,2.7870538234710693
2010-05-21,2.84989333152771
2010-05-24,2.8764455318450928
2010-05-25,2.84989333152771
2010-05-26,2.9206976890563965
2010-05-27,3.0800085067749023
2010-05-28,3.0977091789245605
2010-05-31,3.177365303039551
2010-06-01,3.1154115200042725
2010-06-02,3.1897566318511963
2010-06-04,3.0534560680389404
2010-06-07,3.0083186626434326
2010-06-08,2.9206976890563965
2010-06-09,3.022479057312012
2010-06-10,3.1056759357452397
2010-06-11,3.0755832195281982
2010-06-14,3.0977091789245605
2010-06-15,3.110100507736206
2010-06-16,3.096824884414673
2010-06-17,3.0525715351104736
2010-06-18,2.964950561523437
2010-06-21,3.0534560680389404
2010-06-22,3.0977091789245605
2010-06-23,3.158778429031372
2010-06-24,3.1242620944976807
2010-06-25,3.141077041625977
2010-06-28,3.0977091789245605
2010-06-29,2.9118473529815674
2010-06-30,2.964950561523437
2010-07-01,2.9560999870300293
2010-07-02,2.9109623432159424
2010-07-05,2.867594003677368
2010-07-06,2.8366172313690186
2010-07-07,2.902996778488159
2010-07-08,2.9118473529815674
2010-07-12,2.8321919441223145
2010-07-13,2.937513828277588
2010-07-14,2.902996778488159
2010-07-15,2.875559568405152
2010-07-16,2.854318380355835
2010-07-19,2.8852956295013428
2010-07-20,3.009204149246216
2010-07-21,3.0534560680389404
2010-07-22,3.1747100353240967
2010-07-23,3.1853299140930176
2010-07-26,3.1853299140930176
2010-07-27,3.182675361633301
2010-07-28,3.2517104148864746
2010-07-29,3.271181106567383
2010-07-30,3.273836374282837
2010-08-02,3.3676531314849854
2010-08-03,3.420757293701172
2010-08-04,3.4517343044281006
2010-08-05,3.468550443649292
2010-08-06,3.429608106613159
2010-08-09,3.465010166168213
2010-08-10,3.442883014678955
2010-08-11,3.38535475730896
2010-08-12,3.318974256515503
2010-08-13,3.374734401702881
2010-08-16,3.4163315296173096
2010-08-17,3.469435214996338
2010-08-18,3.4951021671295166
2010-08-19,3.4951021671295166
