Price,Adj Close,Close,High,Low,Open,Volume
Ticker,DIRR3.SA,DIRR3.SA,DIRR3.SA,DIRR3.SA,DIRR3.SA,DIRR3.SA
Date,,,,,,
2010-01-04,5.1773271560668945,11.402809143066406,11.502396583557129,11.253426551818848,11.432684898376465,7631
2010-01-05,5.154717445373535,11.353014945983887,11.552190780639648,11.203633308410645,11.542231559753418,17472
2010-01-06,5.109501361846924,11.253426551818848,11.442644119262695,11.054251670837402,11.054251670837402,10643
2010-01-07,5.154717445373535,11.353014945983887,11.502396583557129,11.303220748901367,11.502396583557129,9639
2010-01-08,5.163761615753174,11.372933387756348,11.372933387756348,11.353014945983887,11.353014945983887,903
2010-01-11,5.154717445373535,11.353014945983887,11.552190780639648,11.253426551818848,11.392849922180176,5422
2010-01-12,5.132110118865967,11.303220748901367,11.303220748901367,11.303220748901367,11.303220748901367,2309
2010-01-13,5.114022254943848,11.263385772705078,11.353014945983887,11.263385772705078,11.303220748901367,5121
2010-01-14,5.267759799957275,11.601984977722168,11.601984977722168,11.452603340148926,11.452603340148926,23898
2010-01-15,5.245151996612549,11.552190780639648,11.641819953918457,11.502396583557129,11.552190780639648,5824
2010-01-18,5.236108303070068,11.532273292541504,11.611944198608398,11.353014945983887,11.611944198608398,2912
2010-01-19,5.290369510650635,11.651779174804688,11.651779174804688,11.362974166870117,11.42272663116455,16166
2010-01-20,5.376279830932617,11.840995788574219,11.880830764770508,11.452603340148926,11.552190780639648,25605
2010-01-21,5.163761615753174,11.372933387756348,11.80116081237793,11.353014945983887,11.552190780639648,22492
2010-01-22,5.290369510650635,11.651779174804688,11.651779174804688,11.651779174804688,11.651779174804688,100
2010-01-26,5.222541809082031,11.502396583557129,11.950542449951172,11.502396583557129,11.950542449951172,12049
2010-01-27,5.1999359130859375,11.452603340148926,11.502396583557129,11.402809143066406,11.502396583557129,11748
2010-01-28,5.1999359130859375,11.452603340148926,11.75136661529541,11.353014945983887,11.75136661529541,6828
2010-01-29,5.1999359130859375,11.452603340148926,11.552190780639648,11.303220748901367,11.552190780639648,4217
2010-02-01,5.236108303070068,11.532273292541504,11.601984977722168,11.353014945983887,11.353014945983887,25304
2010-02-02,5.1999359130859375,11.452603340148926,11.502396583557129,11.353014945983887,11.502396583557129,2209
2010-02-03,5.222541809082031,11.502396583557129,11.601984977722168,11.253426551818848,11.601984977722168,10041
2010-02-04,5.132110118865967,11.303220748901367,11.502396583557129,10.95466423034668,11.502396583557129,12150
2010-02-05,5.109501361846924,11.253426551818848,11.253426551818848,10.645940780639648,10.984539985656738,18777
2010-02-08,5.145674705505371,11.333098411560059,11.432684898376465,11.253426551818848,11.253426551818848,21488
2010-02-09,5.064283847808838,11.153839111328125,11.353014945983887,11.0044584274292,11.353014945983887,25304
2010-02-10,5.019067287445068,11.054251670837402,11.323139190673828,10.95466423034668,11.323139190673828,2409
2010-02-11,5.0597615242004395,11.143880844116211,11.153839111328125,11.054251670837402,11.153839111328125,7631
2010-02-12,5.064283847808838,11.153839111328125,11.153839111328125,11.014415740966797,11.014415740966797,3112
2010-02-17,5.1999359130859375,11.452603340148926,11.452603340148926,11.253426551818848,11.253426551818848,5020
2010-02-18,5.150196075439453,11.343055725097656,11.343055725097656,11.253426551818848,11.253426551818848,301
2010-02-19,5.1773271560668945,11.402809143066406,11.402809143066406,11.402809143066406,11.402809143066406,3213
2010-02-22,5.023590087890625,11.064209938049316,11.253426551818848,11.064209938049316,11.1837158203125,4920
2010-02-23,5.154717445373535,11.353014945983887,11.353014945983887,11.064209938049316,11.064209938049316,2510
2010-02-24,5.023590087890625,11.064209938049316,11.24346923828125,11.054251670837402,11.074169158935547,8836
2010-02-25,5.10498046875,11.24346923828125,11.24346923828125,11.24346923828125,11.24346923828125,2409
2010-02-26,4.978372573852539,10.96462345123291,11.343055725097656,10.96462345123291,11.343055725097656,602
2010-03-01,5.055241584777832,11.13392162322998,11.153839111328125,10.96462345123291,11.153839111328125,50508
2010-03-02,4.955765247344971,10.91482925415039,11.333098411560059,10.91482925415039,11.153839111328125,8434
2010-03-03,5.064283847808838,11.153839111328125,11.23351001739502,10.85507583618164,11.213591575622559,9238
2010-03-04,5.064283847808838,11.153839111328125,11.23351001739502,10.95466423034668,10.95466423034668,1104
2010-03-05,5.046197891235352,11.114004135131836,11.123963356018066,10.805281639099121,10.805281639099121,6326
2010-03-08,4.910546779632568,10.815240859985352,11.054251670837402,10.805281639099121,11.054251670837402,13053
2010-03-09,5.014546871185303,11.044293403625488,11.044293403625488,10.85507583618164,10.85507583618164,11848
2010-03-10,5.014546871185303,11.044293403625488,11.044293403625488,11.044293403625488,11.044293403625488,1104
2010-03-11,4.973851203918457,10.95466423034668,11.0044584274292,10.805281639099121,11.0044584274292,4920
