Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BRAP3.SA,BRAP3.SA,BRAP3.SA,BRAP3.SA,BRAP3.SA,BRAP3.SA
Date,,,,,,
2010-01-04,3.4459195137023926,17.79062843322754,17.79062843322754,17.65652847290039,17.65652847290039,2237
2010-01-05,3.4632365703582764,17.880027770996094,17.880027770996094,17.437496185302734,17.79062843322754,6487
2010-01-06,3.497868299484253,18.058828353881836,18.058828353881836,17.34809684753418,17.433027267456055,8501
2010-01-07,3.54115891456604,18.282329559326172,18.282329559326172,17.79062843322754,17.880027770996094,19015
2010-01-08,3.5844497680664062,18.505828857421875,18.505828857421875,17.79509735107422,18.282329559326172,4250
2010-01-11,3.606093406677246,18.617578506469727,18.769559860229492,18.327028274536133,18.505828857421875,2684
2010-01-12,3.6363983154296875,18.774030685424805,18.774030685424805,18.55052947998047,18.72933006286621,38926
2010-01-13,3.6363983154296875,18.774030685424805,18.774030685424805,18.774030685424805,18.774030685424805,19239
2010-01-14,3.679687976837158,18.997529983520508,18.997529983520508,18.774030685424805,18.997529983520508,4697
2010-01-15,3.6363983154296875,18.774030685424805,18.997529983520508,18.55052947998047,18.997529983520508,6935
2010-01-18,3.6363983154296875,18.774030685424805,18.774030685424805,18.774030685424805,18.774030685424805,4697
2010-01-19,3.7229795455932617,19.22102928161621,19.22102928161621,18.774030685424805,18.774030685424805,23489
2010-01-20,3.6363983154296875,18.774030685424805,18.774030685424805,18.371728897094727,18.769559860229492,80760
2010-01-21,3.550682544708252,18.331499099731445,18.331499099731445,18.331499099731445,18.331499099731445,223
2010-01-22,3.550682544708252,18.331499099731445,18.331499099731445,18.331499099731445,18.331499099731445,0
2010-01-26,3.3420228958129883,17.254226684570312,17.8353271484375,17.231876373291016,17.65652847290039,4250
2010-01-27,3.376655340194702,17.433027267456055,17.433027267456055,17.03072738647461,17.03072738647461,447
2010-01-28,3.3238413333892822,17.160356521606445,17.160356521606445,17.03072738647461,17.0396671295166,217673
2010-01-29,3.4632365703582764,17.880027770996094,17.880027770996094,17.65652847290039,17.65652847290039,10290
2010-02-01,3.497868299484253,18.058828353881836,18.058828353881836,17.38832664489746,17.38832664489746,1565
2010-02-02,3.4805519580841064,17.96942710876465,17.96942710876465,17.65652847290039,17.65652847290039,13422
2010-02-03,3.4632365703582764,17.880027770996094,17.880027770996094,17.48219871520996,17.48219871520996,1342
2010-02-04,3.376655340194702,17.433027267456055,17.70122718811035,17.20952606201172,17.437496185302734,6487
2010-02-05,3.2900736331939697,16.986026763916016,17.433027267456055,16.539026260375977,17.433027267456055,3579
2010-02-08,3.3333652019500732,17.20952606201172,17.20952606201172,17.20952606201172,17.20952606201172,2684
2010-02-09,3.376655340194702,17.433027267456055,17.51795768737793,17.20952606201172,17.20952606201172,15883
2010-02-10,3.376655340194702,17.433027267456055,17.433027267456055,17.433027267456055,17.433027267456055,223
2010-02-11,3.376655340194702,17.433027267456055,17.433027267456055,17.120126724243164,17.120126724243164,1789
2010-02-12,3.4190804958343506,17.652057647705078,17.652057647705078,17.20952606201172,17.20952606201172,894
2010-02-17,3.5065267086029053,18.10352897644043,18.10352897644043,17.652057647705078,17.652057647705078,4697
2010-02-18,3.5922422409057617,18.546058654785156,18.546058654785156,17.745927810668945,17.745927810668945,2460
2010-02-19,3.5922422409057617,18.546058654785156,18.546058654785156,18.546058654785156,18.546058654785156,0
2010-02-22,3.5671331882476807,18.41642951965332,18.41642951965332,18.327028274536133,18.327028274536133,894
2010-02-23,3.5498158931732178,18.327028274536133,18.327028274536133,17.880027770996094,18.10352897644043,9619
2010-02-24,3.5498158931732178,18.327028274536133,18.327028274536133,17.880027770996094,17.880027770996094,1118
2010-02-25,3.5065267086029053,18.10352897644043,18.10352897644043,17.991777420043945,17.991777420043945,447
2010-02-26,3.5498158931732178,18.327028274536133,18.327028274536133,18.327028274536133,18.327028274536133,223
2010-03-01,3.5498158931732178,18.327028274536133,18.327028274536133,17.880027770996094,18.10352897644043,15659
2010-03-02,3.574925661087036,18.4566593170166,18.501359939575195,18.282329559326172,18.282329559326172,3579
2010-03-03,3.574925661087036,18.4566593170166,18.4566593170166,18.327028274536133,18.45218849182129,1118
2010-03-04,3.5489509105682373,18.322559356689453,18.322559356689453,17.924728393554688,17.924728393554688,3579
2010-03-05,3.7229795455932617,19.22102928161621,19.22102928161621,18.192928314208984,18.192928314208984,31543
2010-03-08,3.7117230892181396,19.162919998168945,19.22102928161621,18.774030685424805,19.22102928161621,1789
2010-03-09,3.7654035091400146,19.440061569213867,19.440061569213867,18.774030685424805,18.997529983520508,2908
2010-03-10,3.758476972579956,19.404300689697266,19.404300689697266,18.867900848388672,18.867900848388672,1342
2010-03-11,3.6606407165527344,18.89919090270996,18.89919090270996,18.86343002319336,18.86343002319336,671
2010-03-12,3.6606407165527344,18.89919090270996,18.89919090270996,18.89919090270996,18.89919090270996,223
2010-03-15,3.4805519580841064,17.96942710876465,18.327028274536133,17.71910858154297,18.327028274536133,50782
2010-03-16,3.54115891456604,18.282329559326172,18.327028274536133,17.880027770996094,17.96942710876465,57718
2010-03-17,3.5498158931732178,18.327028274536133,18.429838180541992,18.251039505004883,18.429838180541992,51230
2010-03-18,3.4632365703582764,17.880027770996094,18.255508422851562,17.365976333618164,18.255508422851562,27293
2010-03-19,3.4026293754577637,17.567127227783203,17.857677459716797,17.38832664489746,17.665468215942383,20134
2010-03-22,3.4632365703582764,17.880027770996094,17.880027770996094,17.03072738647461,17.567127227783203,82550
2010-03-23,3.4632365703582764,17.880027770996094,18.259979248046875,17.65652847290039,17.65652847290039,307382
2010-03-24,3.45198130607605,17.821918487548828,17.880027770996094,17.567127227783203,17.853208541870117,82102
